14,58,24.83
14,72,7.96
14,90,84.83
14,92,14.28
14,97,29.87
15,2,87.75
15,6,72.02
15,14,11.78
15,15,49.45
15,15,14.85
15,17,20.59
15,20,92.51
15,23,89.45
15,28,86.13
15,34,73.2
15,39,49.8
15,97,67.26
16,7,76.83
16,16,56.81
16,20,30.16
16,50,19.43
16,61,90.56
16,72,43.27
16,82,28.25
16,83,32.03
16,84,66
16,99,57.73
17,0,33.09
17,2,2.22
17,5,56.26
17,8,22.76
17,8,64.13
17,14,19.05
17,24,91.66
17,33,22.73
17,39,49.19
17,39,49.2
17,40,58.97
17,42,30.12
17,51,19.28
17,72,66.88
17,82,72.97
17,84,23.71
17,97,99.32
17,98,60.3
18,11,54.34
18,30,0.28
18,44,80.3
18,52,88.24
18,57,8.7
18,61,15.96
18,65,19.37
18,83,83.35
18,92,50.23
18,93,98.67
19,5,63.22
19,7,86.53
19,18,0.1
19,20,31.86
19,31,34.21
19,40,43.43
19,41,9.49
19,55,87.51
19,62,57.8
19,85,78.5
19,90,12.12
20,2,40.43
20,7,67.45
20,35,18.85
20,40,39.4
20,44,17.96
20,49,23.86
20,53,14.52
20,66,15.82
20,71,89.96
20,72,4.18
20,78,37.13
20,79,55.9
20,80,79.46
20,88,43.76
20,97,51.08
21,2,97.95
21,4,25.09
21,29,74.03
21,53,90.4
21,64,12.25
21,66,51.27
21,69,16.62
21,93,38.81
22,4,3.73
22,6,84.8
22,8,51.24
22,14,3.46
22,34,68.26
22,42,99.06
22,51,84.07
22,51,26.04
22,57,36.62
22,58,90.3
22,61,13.9
22,62,85.3
22,65,24.45
22,85,17.35
22,85,70.82
23,9,79.89
23,12,2.54
23,28,40.89
23,28,32.2
23,29,9.56
23,39,72.36
23,52,97.97
23,86,85.63
23,98,42.96
24,9,43.79
24,12,41.09
24,36,38.7
24,37,81.46
24,38,17.57
24,45,7.31
24,48,18.12
24,58,74.84
24,66,87.5
24,85,9.82
24,92,73.13
24,96,74.07
25,8,62.17
25,13,55.21
25,28,73.79
25,29,92.9
25,35,67.64
25,40,18.59
25,43,28.99
25,43,29.31
25,56,83.38
25,56,17.56
25,60,7.07
25,69,18.58
25,78,59.03
25,78,16.64
25,92,80.05
26,8,50
26,43,5.83
26,43,16.96
26,82,12.98
26,85,68.57
26,88,24.05
26,92,60.59
27,2,28.74
27,8,57.64
27,19,68.73
27,26,60.88
27,33,3.06
27,39,23.53
27,59,73.62
27,59,12.04
27,61,2.64
27,92,94.47
28,30,84.56
28,81,98.9
28,92,41.5
28,92,88.71
29,19,38.13
29,29,5.72
29,40,0.58
29,42,49.67
29,59,96.86
29,63,57.69
29,75,29.21
29,93,49.77
30,7,45.87
30,9,34.35
30,26,62.66
30,47,65.12
30,55,7.08
30,59,80.99
30,81,47.69
30,82,2.95
30,86,8.27
30,89,29.2
30,94,5.42
30,98,86.56
31,2,55.26
31,16,32.25
31,20,13.59
31,30,65.8
31,40,21.53
31,56,80.41
31,70,57.72
31,74,40.43
31,79,30.07
32,11,34.97
32,11,57.12
32,37,23.79
32,40,33.77
32,57,43.79
32,62,39.64
32,76,97.91
32,79,86.18
32,91,83.31
32,91,14.38
32,95,60.11
32,99,50.19
32,99,43.49
33,0,26.85
33,15,88.82
33,29,32.18
33,34,35.11
33,59,41.26
33,60,77.58
33,65,39.43
33,72,45.02
33,77,3.76
33,86,92.19
33,92,59.25
33,93,80.98
34,2,34.09
34,2,99.83
34,2,11.16
34,30,44.7
34,30,59.57
34,31,25.92
34,33,33.31
34,34,5.77
34,36,55.68
34,39,93.63
34,49,63.48
34,51,12.75
34,51,15.4
34,59,83.41
34,83,75.42
35,18,83.38
35,20,31.13
35,40,0.25
35,55,61.81
35,87,23.16
35,92,77.68
35,98,90.66
36,16,6.22
36,16,74.97
36,31,98.58
36,34,83.17
36,60,72.87
36,72,68.95
36,86,70
37,9,30.53
37,24,95.1
37,30,87.72
37,32,6.71
37,36,54.47
37,46,27
37,52,61.03
37,59,49.15
37,72,67.01
37,76,15.77
37,78,94.49
37,86,91.57
38,13,56.84
38,23,61.81
38,31,78.67
38,46,1.07
38,61,88.67
38,88,93.52
38,90,95.61
38,94,72.14
39,0,90.21
39,4,22.79
39,13,88.9
39,13,29.46
39,15,6.8
39,40,45.18
39,40,94.06
39,52,42.56
39,58,30.18
39,64,28.11
39,87,51.6
40,2,25.6
40,6,3.53
40,27,86.57
40,30,2.29
40,44,99.64
40,49,54.14
40,50,81.84
40,54,59.73
40,77,63.49
40,89,97.07
40,94,15.68
41,7,42.03
41,7,69.03
41,7,64.51
41,8,45.13
41,22,8.13
41,24,57.59
41,36,5.99
41,41,55.29
41,46,27.42
41,50,69.24
41,51,44.43
41,62,82.1
41,62,95.44
41,79,90.88
41,91,87.87
42,4,76.64
42,32,2.67
42,37,11.53
42,44,95.25
42,57,39.6
42,67,1.19
42,71,33.44
42,72,33.46
42,75,88.78
43,2,83.67
43,7,98.6
43,9,93.05
43,14,25.25
43,25,99.85
43,26,47.39
43,29,23.24
43,54,86.03
43,69,44.01
43,91,81.81
44,0,95.39
44,54,62.21
44,71,91.7
45,2,2.07
45,6,51.33
45,8,26.53
45,13,79.2
45,29,91.73
45,37,96.37
45,70,78.86
45,71,78.48
45,92,18.5
46,4,61.21
46,14,39.8
46,16,47.23
46,17,26.74
46,22,92.77
46,32,81.27
46,39,46.89
46,42,68.93
46,57,31.02
46,67,41.73
46,77,37.06
46,79,3.68
47,0,94.19
47,5,97.85
47,6,46.91
47,26,70.59
47,28,54.94
47,29,25.94
47,52,48.08
47,54,43.54
47,80,46.66
47,85,52.62
47,86,46.89
47,94,44.51
47,97,88.47
47,99,92.29
48,4,26.74
48,4,44.48
48,16,62.3
48,18,44.1
48,20,21.43
48,30,75.67
48,30,19.99
48,53,59.76
48,87,62.58
48,98,23.76
49,10,73.46
49,22,82.66
49,27,92.49
49,28,30.63
49,29,4.28
49,38,1.86
49,46,11.91
49,47,62.92
49,49,27.07
49,98,57.14
50,8,71.62
50,10,35.45
50,13,3.38
50,41,90.09
50,58,77.56
50,58,12.8
50,77,90.3
51,16,75.69
51,17,50.71
51,30,83.51
51,55,23.88
51,55,83.68
51,84,79.28
51,85,23.58
51,88,55.82
51,93,13.83
51,97,43.45
51,97,22.19
51,99,11.96
52,5,4.59
52,6,47.39
52,27,44.04
52,35,29.7
52,44,93.21
52,78,60.79
52,79,92.46
53,17,55.14
53,19,12.76
53,26,66.1
53,27,54.73
53,35,65.25
53,37,51.14
53,45,61.92
53,48,57.75
53,53,36.28
53,67,50.62
53,72,64.47
54,0,39.95
54,2,41.6
54,6,32.45
54,8,18.97
54,10,46.56
54,11,92.44
54,17,69.38
54,32,46.14
54,35,27.57
54,53,66.31
54,60,91.23
54,70,40.54
54,72,23.72
54,78,89.19
54,90,88.21
54,92,22.45
55,2,76.06
55,16,14.01
55,21,42.76
55,24,21.28
55,25,42.67
55,42,98.79
55,60,19.77
55,67,76.41
55,89,17.52
56,6,97.57
56,17,48.86
56,24,76.41
56,26,9.76
56,45,79.34
56,47,47.55
56,57,42.32
56,84,48.29
56,91,39.67
56,97,59.64
56,99,78.05
57,18,83.39
57,51,36.78
57,54,78.98
57,58,24.65
57,62,65.21
57,69,58.12
57,78,18.87
57,86,89.58
57,88,64.69
57,97,63.69
58,7,16.08
58,8,56.38
58,9,38.61
58,23,43.35
58,32,1.31
58,37,11.75
58,38,78.22
58,76,38.12
58,79,55.25
58,79,61.99
58,79,59.93
58,91,91.48
58,94,11.48
58,99,36.24
59,6,34.55
59,10,4.33
59,14,18.13
59,15,81.52
59,15,69.18
59,23,18.69
59,24,78.58
59,44,43.35
59,48,51.2
59,49,21.27
59,52,53.96
59,58,67.95
59,71,35.89
59,76,56.22
59,78,21.5
59,97,88.97
60,2,5.38
60,2,30.74
60,9,82.76
60,17,43.3
60,17,99.71
60,26,29.41
60,35,32.39
60,43,99.2
60,45,59.06
60,48,18.76
60,58,90.74
60,72,55.68
60,87,82.13
60,91,27.63
60,92,45.35
61,7,43.34
61,34,54.21
61,43,9.54
61,69,37.41
61,88,30.03
61,99,2.88
62,0,43.61
62,2,44.25
62,2,28.84
62,6,40.62
62,11,92.37
62,13,56.58
62,15,56.94
62,18,35.53
62,22,39.22
62,31,45.12
62,31,56.24
62,55,46.47
62,71,83.28
62,72,23.22
62,76,80.24
62,76,79.22
63,2,43.89
63,19,21.16
63,20,73.04
63,23,0.4
63,39,55.55
63,39,45.25
63,51,48.77
63,51,37.56
63,72,53.19
63,76,75.62
63,81,20.12
63,90,69.61
64,2,47.13
64,10,0.15
64,23,38.82
64,32,14.68
64,46,56.33
65,2,43.53
65,15,54.41
65,23,28.75
65,24,20.25
65,39,22.54
65,43,9.14
65,46,67.79
65,67,5.47
65,80,64.72
65,85,54.02
65,86,70.1
66,2,37.67
66,2,40.42
66,8,18.2
66,10,60.04
66,22,30.7
66,24,11.48
66,37,23.4
66,41,15.06
66,50,22.6
66,50,74.16
66,51,21.38
66,64,52.91
66,69,54.89
66,74,50.84
66,81,8.19
66,84,85.27
66,96,55.41
67,0,17.2
67,8,87.48
67,9,90.91
67,12,25.01
67,16,11.79
67,30,92.46
67,37,55.83
67,42,84.86
67,44,86.23
67,55,47.05
67,60,47.32
67,83,37.33
67,86,22.15
68,0,47.47
68,8,98.2
68,9,77.29
68,18,41.95
68,21,34.46
68,22,39.62
68,52,92.22
68,66,36.85
68,69,61.31
69,19,7.5
69,21,36.41
69,39,89.93
69,52,13.64
69,52,39.99
69,61,17.84
69,62,80.13
69,72,54.84
69,82,47.48
69,82,34.62
69,93,32.57
69,99,33.71
70,17,53.54
70,36,51.09
70,39,67.59
70,43,53.64
70,60,78.72
70,98,33.07
71,0,15.58
71,8,38.42
71,8,93.89
71,13,84.06
71,15,82.61
71,24,15.55
71,24,97.94
71,72,89.65
71,72,3.99
72,6,86.51
72,13,78.89
72,23,80.58
72,34,89.49
72,38,98.38
72,40,23.76
72,43,81.12
72,44,93.8
72,49,30.2
72,62,6.53
72,75,7.06
72,81,71.71
72,83,2.16
72,87,82.93
72,87,68.94
72,88,19.51
73,17,24.54
73,27,47.42
73,28,40
73,33,56.98
73,55,48.46
73,72,55.7
73,75,30.96
73,91,35.99
73,92,59.74
73,93,38.88
74,1,56.01
74,6,37.56
74,13,42.95
74,17,76.25
74,46,39.52
74,52,96.3
74,56,36.87
74,58,3.48
74,64,11.18
74,77,97.37
74,82,19.18
75,33,62.2
75,37,20.86
75,51,60.28
75,72,80.54
75,91,23.41
75,99,24.26
76,8,30.95
76,8,83.21
76,12,50.9
76,12,70.27
76,18,82.61
76,30,6.35
76,57,73.77
76,60,42.43
76,63,62.68
76,68,66.47
76,75,41.41
76,80,86.59
76,81,19.52
76,83,79.54
76,88,36.28
76,89,71.84
76,99,57.77
77,0,49.98
77,6,4.91
77,9,24.12
77,16,53.84
77,16,40.04
77,25,90.53
77,29,51.69
77,33,42.76
77,45,69.91
77,62,49.36
77,67,78.48
77,70,24.74
78,22,63.57
78,31,93.55
78,39,60.26
78,51,17.65
78,55,66.45
78,91,32.32
79,13,86.85
79,15,72.21
79,27,83.16
79,40,9.63
79,46,97.78
79,48,90.87
79,55,82.51
79,59,74.17
79,63,82.4
79,65,14.1
79,67,3.45
79,72,46.72
79,95,12.91
80,39,85.61
80,48,5.68
80,71,92.06
80,80,3.44
80,95,33.84
80,96,46.05
81,5,22.33
81,13,16
81,15,69.6
81,31,95.14
81,35,26.78
81,36,20.57
81,39,99.77
81,85,93.03
81,86,40.5
81,87,2.08
81,91,91.41
81,95,55.79
82,5,72.32
82,10,5.01
82,11,31.16
82,12,55.14
82,14,8.23
82,39,13.51
82,43,90.79
82,45,38.09
82,48,60.13
82,63,95.54
82,63,49.48
82,64,39.86
82,67,25.75
82,81,46.7
82,86,54.77
82,97,64.82
83,3,80.79
83,8,51.22
83,9,93.84
83,11,43.37
83,16,41.45
83,20,55.63
83,26,21.53
83,33,70.72
83,34,57.72
83,36,72.42
83,40,72.95
83,51,24.68
83,53,6.92
83,65,23.42
83,70,77.24
83,80,5.15
83,80,75.15
84,2,47.49
84,23,65.84
84,32,89.27
84,39,26.77
84,43,8.17
84,49,84.64
84,49,70.21
84,52,74.59
84,67,43.22
84,75,65.04
84,85,2.4
85,9,7.49
85,19,98.02
85,21,50
85,34,94.09
85,44,21.94
85,46,14.02
85,50,13.23
85,57,46.28
85,62,44.01
85,78,16.96
85,89,86.49
86,2,89.45
86,14,7.56
86,22,86.19
86,28,23.9
86,32,76.48
86,48,18.54
86,50,78.77
86,80,46.02
86,81,74.24
87,0,99.45
87,4,90.3
87,26,82.29
87,28,67.28
87,33,22.73
87,43,92.08
87,65,71.11
87,70,96.43
87,74,41.96
87,83,21.69
87,88,49.21
87,95,51.8
87,97,65.79
88,9,12.19
88,11,27.37
88,22,38.91
88,31,71.47
88,33,70.54
88,49,19.4
89,28,33.36
89,30,81.64
89,34,98.25
89,37,32.8
89,42,38.3
89,52,87.82
89,52,80.63
89,62,45.34
89,68,42.99
89,82,98.92
89,83,79.39
90,2,5.41
90,15,22.15
90,22,7.13
90,22,44.51
90,24,37.49
90,26,54.15
90,34,91.97
90,34,12.75
90,37,30.69
90,44,38.25
90,69,66.84
90,83,14.06
90,91,11.35
91,0,26.12
91,16,68.76
91,18,37.62
91,30,32.49
91,31,16.56
91,33,96.81
91,53,42.74
91,53,0.65
91,86,14.74
91,89,86
92,2,67.84
92,11,16.36
92,24,83.46
92,30,61.55
92,32,81.09
92,38,8.76
92,46,6.22
92,71,29.7
92,72,2.53
92,93,29.27
92,96,5.56
93,0,34.01
93,4,40.19
93,19,8.42
93,21,98.07
93,26,45.23
93,29,6.91
93,62,79.58
93,66,25.32
93,76,7.05
93,90,94.98
93,95,6.17
93,95,75.01
93,95,11.93
94,2,92.1
94,11,54.17
94,12,61.45
94,17,74
94,21,46.33
94,24,90.68
94,29,82.61
94,46,14.53
94,47,84.82
94,54,39.92
94,62,88.44
94,67,31.98
95,12,6.89
95,22,55.32
95,22,49.14
95,29,32.26
95,30,33.04
95,30,94.64
95,53,84.28
95,72,48.12
95,79,33.73
95,89,51.2
95,95,76.63
95,99,22.56
96,0,66.69
96,2,36.44
96,26,97.34
96,46,54.99
96,52,11.99
96,59,81.58
96,62,9.04
96,85,24.09
96,89,0.59
97,2,7.91
97,7,76.41
97,11,0.05
97,25,7.09
97,34,60.88
97,47,65.08
97,51,64.05
97,54,95.78
97,56,59.66
97,70,59.59
98,27,56.46
98,42,42.44
98,60,91.09
98,79,99.82
98,85,94.28
98,91,3.06
99,13,26.67
99,14,77.12
99,31,30.1
99,40,53.47
99,46,15.22
99,83,81.8
99,86,21.95
99,91,93.75
100,1,12.13
100,2,38.19
100,4,32.81
100,6,69.81
100,16,65.04
100,24,74.13
100,24,27.33
100,40,8.24
100,46,15.23
100,49,29.6
100,51,91.47
100,56,94.29
100,77,10.26
100,85,14.5
100,87,92.62
100,88,51.04
100,89,90.17
101,2,91.59
101,37,46.34
101,38,24.27
101,55,27.66
101,56,77.59
101,57,61.44
101,59,1.64
101,71,66.86
101,72,5.65
101,83,84.97
101,86,0.53
101,90,85.61
102,16,2.82
102,37,52.52
102,41,96.37
102,50,15.39
102,64,3.92
102,78,48.82
102,81,72.02
102,82,93.81
103,2,19.74
103,16,7.19
103,35,90.46
103,47,84.49
103,52,92.75
103,76,37.04
103,77,72.17
103,79,2.47
103,83,68.29
103,83,50.84
103,87,57.52
103,87,35.95
104,2,35.07
104,2,10.66
104,4,58.83
104,7,21.87
104,15,97.41
104,47,24.91
104,63,87.76
104,79,20.82
105,2,18.5
105,11,45.5
105,13,73.7
105,18,51.04
105,24,92.05
105,32,18.53
105,41,74.19
105,58,91.76
105,66,15.13
105,96,39.82
106,1,86.57
106,20,78.83
106,23,14.04
106,25,54.93
106,34,31.1
106,37,40.97
106,58,85.6
106,59,69.61
106,62,1.78
106,67,53.76
106,90,42.77
107,4,75.2
107,16,65
107,38,57.1
107,58,91.82
107,60,50.82
107,64,15.96
107,74,28.92
107,75,93.1
107,97,78.87
107,97,28.85
108,20,80.31
108,25,36.8
108,27,12.62
108,35,99.27
108,59,81.89
108,60,31.57
108,72,97.87
108,72,67.18
108,78,87.53
108,83,20.62
108,93,74.11
108,94,18.5
108,96,58.39
108,97,34.73
109,2,78.23
109,24,6.94
109,25,75.62
109,37,30.82
109,38,89.65
109,69,40.25
109,70,91.75
109,75,87.34
109,83,24.39
109,93,89.34
110,2,43.22
110,12,50.73
110,25,26.97
110,27,70.34
110,30,85.26
110,30,93.3
110,48,2.54
110,49,87.26
110,52,1.81
110,61,96.16
111,9,40.06
111,16,87.14
111,35,23.06
111,67,98.28
111,72,94.12
111,83,6.87
111,85,85.51
111,87,44.46
111,99,53.78
112,2,66.16
112,5,51.05
112,17,43.11
112,21,92.98
112,24,17.35
112,27,15.35
112,36,58.66
112,36,65.16
112,37,34.92
112,51,45.51
112,55,54.4
112,99,84.44
113,2,80.41
113,28,51.47
113,43,61.06
113,50,27.15
113,54,16.94
113,58,67.92
113,70,24.31
113,79,48.42
113,82,38.15
113,90,76.1
113,99,36.88
114,7,7.94
114,28,90.5
114,29,70.19
114,31,82.77
114,32,86.63
114,53,89.44
114,57,33.71
114,60,78.46
114,65,21.11
114,68,29.09
114,97,60.1
114,99,0.22
115,9,13.77
115,10,37.32
115,16,54.44
115,26,91.87
115,30,22.14
115,53,65.21
115,55,85.31
115,64,15.09
115,64,97.64
115,93,19.64
115,99,34.28
116,7,47.42
116,10,67.19
116,12,9.29
116,14,61.9
116,18,52.97
116,29,56.54
116,75,19.53
116,80,84.06
116,97,18.37
116,98,13.52
117,8,46.88
117,10,53.2
117,51,9.11
117,52,38.53
117,62,99.87
117,74,71.07
117,79,11.97
117,81,26.23
118,6,36.06
118,14,59.55
118,27,97.49
118,32,44.43
118,42,27.43
118,58,30.28
118,64,34.71
118,64,65.45
118,75,12.11
118,89,62.91
119,2,0.73
119,4,91.3
119,4,52.36
119,5,27.56
119,5,79.57
119,8,30.52
119,13,1.88
119,16,2.43
119,23,32.02
119,24,89.61
119,36,55.62
119,39,32.89
119,40,64.05
119,42,32.71
119,57,64.13
119,69,44.46
119,75,84.26
119,84,90.47
120,2,69.08
120,8,41.52
120,12,95.63
120,14,47.47
120,18,31.33
120,27,97.4
120,45,84.76
120,51,40.28
120,72,75.63
120,82,19.76
120,89,76.72
121,8,13.78
121,25,37.41
121,59,66.05
121,64,18.69
121,67,21.9
121,74,34.15
121,74,15.08
121,77,66.84
121,77,92.71
122,6,91.53
122,10,93.54
122,15,39.9
122,33,8.64
122,37,95.69
122,52,79.5
122,60,29.83
122,92,22.3
122,98,54.1
123,2,53.6
123,10,46.06
123,11,33.25
123,14,38.64
123,31,29.45
123,31,56.5
123,57,11.46
123,61,78.79
123,67,28.07
123,77,92.11
123,78,41.91
123,80,86.57
123,86,42.28
123,97,84.68
124,0,40.68
124,14,62.97
124,14,48.02
124,27,87.93
124,29,4.86
124,51,71.48
124,53,58.1
124,59,14.33
124,66,62.42
124,67,56.87
124,82,49.81
125,2,94.35
125,7,6.06
125,13,71.44
125,20,14.21
125,27,47.63
125,34,41.01
125,39,28.43
125,50,52.53
125,61,86.48
125,64,14.01
125,81,62.56
125,89,95.3
126,0,97.51
126,4,9.36
126,11,49.03
126,32,17.61
126,38,76.76
126,41,64.92
126,42,81.13
126,47,65.53
126,59,15.98
126,61,94.64
126,65,27.49
126,65,70.53
126,90,65.72
126,98,54.39
127,2,44.15
127,2,37.84
127,10,3.96
127,13,58.02
127,17,16.84
127,20,82.03
127,30,10.65
127,34,77.72
127,39,89.47
127,48,86.14
127,50,29.43
127,58,88.01
127,60,51.41
127,61,82.1
127,92,57.79
127,93,77.12
128,1,28.11
128,2,86.81
128,4,86.07
128,6,68.01
128,7,9.4
128,10,35.01
128,11,75.7
128,27,40.22
128,35,40.83
128,39,45.89
128,40,74.69
128,46,81.61
128,81,71.96
128,81,11.79
128,84,47.23
128,94,61.89
129,9,60.69
129,15,12.11
129,22,41.49
129,30,62.64
129,37,63.59
129,39,21.02
129,61,76.03
129,65,11.76
129,67,30.2
129,90,86.66
130,37,1.77
130,49,97.93
130,64,3.87
130,72,63.05
130,86,6.65
130,87,98.72
130,87,30.34
131,5,52.36
131,23,82.33
131,30,74.2
131,35,82.48
131,52,2.59
131,55,90.31
131,59,76.26
131,66,47.6
131,72,45.39
131,78,86.43
131,85,20.51
131,97,76.54
131,98,69.3
132,6,14.78
132,35,86.36
132,36,16.01
132,37,99.24
132,63,61.96
132,63,98.79
132,86,64.99
132,90,58.64
132,91,3.75
133,18,82.96
133,32,12.58
133,40,52.26
133,49,40.07
133,49,8.73
133,56,0.44
133,57,5.4
133,63,52.56
133,66,87.95
133,72,17.07
133,83,13.88
133,94,28.22
133,96,23.02
134,12,14.38
134,30,46.37
134,37,60.01
134,38,90.03
134,39,44.7
134,40,14.31
134,51,93.46
134,67,93.76
134,69,37.2
134,76,13.76
135,14,11.59
135,25,68
135,27,30.76
135,48,17.59
135,50,15.55
135,63,53.9
135,70,27.38
135,76,33.09
135,80,92.33
135,82,11.62
135,85,28.97
135,87,79.69
135,96,34.2
136,16,51.62
136,24,1.34
136,37,58.38
136,49,78.93
136,72,50.59
136,82,18.29
136,96,55.71
137,16,54.53
137,16,71.02
137,23,31.89
137,26,45.73
137,27,91.08
137,38,65.33
137,46,6.03
137,69,35.7
137,90,23.82
137,99,18.88
138,25,91.1
138,48,43.42
138,54,80.2
138,67,35.49
138,69,81.6
138,95,10.94
139,2,92.9
139,6,90.91
139,9,86.21
139,19,78.79
139,19,54.07
139,29,48.85
139,41,25.02
139,88,8.48
139,98,97.96
140,2,29.22
140,8,83.94
140,16,0.48
140,18,13.84
140,36,1.23
140,51,92.64
140,58,47.15
140,70,74.6
140,72,58.74
140,77,89.98
140,81,79.58
140,86,74.94
140,94,86.58
140,95,50.72
140,98,67
141,2,18.77
141,6,32.38
141,10,37.88
141,50,30.19
141,56,11.39
141,71,91.46
141,79,45.3
141,88,7.61
142,2,29.28
142,2,98.5
142,25,48.44
142,40,96.25
142,46,57.92
142,54,49.09
142,71,66.42
142,76,18.33
142,76,76.25
142,99,6.98
143,7,35.16
143,15,83.44
143,19,90.9
143,26,6.04
143,46,67.16
143,52,0.33
143,57,80.01
143,60,26.9
143,79,16.3
143,91,48.85
144,0,22.2
144,2,62.41
144,28,90.11
144,61,48.28
144,67,6.62
144,69,20.78
144,71,75.26
144,87,91.71
144,88,43.44
144,93,96.4
144,98,17.45
145,4,31.85
145,10,73.24
145,60,52.74
145,61,30.11
146,13,30.73
146,36,52.25
146,44,30.04
146,49,52.58
146,51,81.69
146,74,3.42
146,75,36.45
146,76,77.89
146,83,34.69
146,99,20.27
147,47,31.67
147,58,29.43
147,67,84.79
147,78,84.19
148,15,65.53
148,15,31.35
148,17,63.15
148,22,73.59
148,23,4.98
148,34,90.42
148,39,47.79
148,46,20.14
149,15,90.05
149,16,65.16
149,30,33
149,55,83.31
149,64,69.3
149,70,74.88
149,77,11.48
149,80,21.51
149,90,27.94
149,99,42.04
150,2,76.88
150,23,22.22
150,28,57.78
150,41,6.42
150,54,4.61
150,61,78.02
150,79,19.01
150,88,38.93
150,94,74.72
150,97,85.11
151,29,24
151,58,7.67
151,64,62.39
151,66,75.61
151,90,23.84
152,16,75.13
152,18,0.58
152,58,89.96
152,72,99.99
152,90,77.39
153,2,12.1
153,11,35.54
153,13,41.27
153,31,12.68
153,32,69.83
153,39,42.23
153,40,51.92
153,82,1.24
153,97,22.57
154,15,6.33
154,25,84.92
154,34,79.72
154,44,5.93
154,48,5.78
154,52,92.43
154,64,54.43
154,87,48.62
154,94,27.85
154,95,16.26
154,95,4.92
155,2,56.05
155,2,74.44
155,15,56.29
155,20,50.07
155,32,42.15
155,84,61.37
155,86,54.94
156,2,66.13
156,6,98.51
156,27,48.69
156,31,21.99
156,75,37.16
156,96,40.23
157,2,31.37
157,17,74.47
157,45,71.94
157,61,84.35
157,69,88.39
157,69,28.91
157,71,3.85
157,76,84.44
157,88,52.77
157,95,77.79
157,99,27.35
158,0,61.1
158,7,97.23
158,17,42.08
158,17,80.8
158,17,0.7
158,27,13.48
158,32,7.64
158,45,67.75
158,58,54.1
158,63,51.39
158,77,80.5
158,80,61.54
158,88,99.67
158,96,12.79
159,2,23.72
159,5,59.51
159,14,52.04
159,17,96.87
159,19,30.43
159,21,24.48
159,24,29.57
159,32,82.45
159,38,6.89
159,46,24.85
159,54,62.61
159,57,65.71
159,59,37.41
159,61,40.58
159,63,88.95
159,72,88.41
159,74,47.21
159,80,77.05
159,95,7.14
160,3,40.44
160,6,84.98
160,17,91.67
160,19,29.19
160,25,14.26
160,30,33.14
160,33,27.38
160,58,35.6
160,61,72.3
160,63,34.27
160,64,18.36
160,66,64.44
160,71,35.99
160,82,49.08
160,89,64.06
160,94,26.7
160,99,20.42
161,1,36.77
161,2,23.71
161,10,86.8
161,12,6.73
161,16,39.47
161,22,56.06
161,29,32.83
161,34,11.35
161,42,98.73
161,47,71
161,66,80.84
161,67,48.33
161,72,22.41
161,78,54.6
161,90,35.43
161,96,10.73
162,0,25.11
162,5,79.05
162,11,36.34
162,17,50.17
162,38,62.28
162,44,8.71
162,44,93.66
162,47,46.16
162,54,99.23
162,76,92.69
162,81,12.72
162,96,48.43
162,96,20.36
163,17,18.67
163,58,42.49
163,62,54.66
163,90,63.59
164,2,14.46
164,2,85
164,22,61
164,26,93.89
164,42,91.89
164,60,58.04
164,65,93.38
